Wavelength (nm),Abs
632,0.5828
631,0.5838
630,0.5847
629,0.5857
628,0.5867
627,0.5877
626,0.5886
625,0.5897
624,0.5907
623,0.5917
622,0.5928
621,0.5938
620,0.5949
619,0.596
618,0.597
617,0.5981
616,0.5993
615,0.6004
614,0.6015
613,0.6027
612,0.6039
611,0.6052
610,0.6064
609,0.6075
608,0.6087
607,0.6099
606,0.611
605,0.6121
604,0.6133
603,0.6144
602,0.6154
601,0.6165
600,0.6175
599,0.6185
598,0.6194
597,0.6204
596,0.6214
595,0.6224
594,0.6234
593,0.6244
592,0.6255
591,0.6267
590,0.6277
589,0.6289
588,0.6303
587,0.6317
586,0.633
585,0.6344
584,0.636
583,0.6375
582,0.6391
581,0.6408
580,0.6424
579,0.644
578,0.6457
577,0.6473
576,0.649
575,0.6507
574,0.6523
573,0.6539
572,0.6556
571,0.6571
570,0.6586
569,0.6601
568,0.6617
567,0.6631
566,0.6644
565,0.6659
564,0.6674
563,0.6687
562,0.6699
561,0.6714
560,0.6729
559,0.6742
558,0.6756
557,0.6769
556,0.6782
555,0.6794
554,0.6807
553,0.682
552,0.6833
551,0.6845
550,0.6858
549,0.6871
548,0.6884
547,0.6897
546,0.6911
545,0.6924
544,0.6938
543,0.6951
542,0.6964
541,0.6978
540,0.6992
539,0.7007
538,0.7023
537,0.704
536,0.7056
535,0.7073
534,0.7089
533,0.7106
532,0.7123
531,0.714
530,0.7157
529,0.7175
528,0.7194
527,0.7212
526,0.7231
525,0.725
524,0.727
523,0.7289
522,0.7309
521,0.7329
520,0.7349
519,0.7368
518,0.7388
517,0.7409
516,0.743
515,0.745
514,0.747
513,0.7491
512,0.7512
511,0.7532
510,0.7553
509,0.7574
508,0.7594
507,0.7614
506,0.7635
505,0.7656
504,0.7678
503,0.7698
502,0.7719
501,0.774
500,0.7761
499,0.7781
498,0.7802
497,0.7823
496,0.7844
495,0.7864
494,0.7885
493,0.7907
492,0.7928
491,0.7949
490,0.7971
489,0.7993
488,0.8014
487,0.8036
486,0.8058
485,0.808
484,0.8102
483,0.8125
482,0.8149
481,0.8172
480,0.8196
479,0.8219
478,0.8243
477,0.8268
476,0.8293
475,0.8318
474,0.8344
473,0.837
472,0.8396
471,0.8423
470,0.845
469,0.8477
468,0.8504
467,0.8531
466,0.8559
465,0.8586
464,0.8614
463,0.8642
462,0.8669
461,0.8697
460,0.8725
459,0.8754
458,0.8782
457,0.8811
456,0.884
455,0.887
454,0.89
453,0.8931
452,0.8962
451,0.8993
450,0.9024
449,0.9056
448,0.9088
447,0.912
446,0.9151
445,0.9182
444,0.9215
443,0.9248
442,0.9281
441,0.9314
440,0.9347
439,0.9381
438,0.9415
437,0.945
436,0.9485
435,0.9521
434,0.9558
433,0.9596
432,0.9635
431,0.9673
430,0.9713
429,0.9753
428,0.9793
427,0.9834
426,0.9876
425,0.9919
424,0.9961
423,1.0003
422,1.0047
421,1.0091
420,1.0135
419,1.0181
418,1.0228
417,1.0276
416,1.0325
415,1.0375
414,1.0428
413,1.0481
412,1.0536
411,1.0592
410,1.0649
409,1.0707
408,1.0766
407,1.0828
406,1.0891
405,1.0955
404,1.1022
403,1.1091
402,1.1162
401,1.1234
400,1.1309
399,1.1387
398,1.147
397,1.156
396,1.1659
395,1.1767
394,1.1888
393,1.2027
392,1.2168
391,1.2281
390,1.2405
389,1.261
388,1.2895
387,1.3282
386,1.378
385,1.4391
384,1.5128
383,1.5966
382,1.6873
381,1.7843
380,1.8864
379,1.991
378,2.0958
377,2.1997
376,2.299
375,2.3926
374,2.4786
373,2.554
372,2.8667
371,2.9168
370,2.9075
369,2.9277
368,2.9277
367,2.9277
366,2.9277
365,2.9075
364,2.9075
363,2.8882
362,2.8697
361,2.8697
360,2.8882
359,2.8882
358,2.8697
357,2.8697
356,2.852
355,2.852
354,2.835
353,2.8186
352,2.8186
351,2.8028
350,2.7876
349,2.7728
348,2.7586
347,2.7314
346,2.7448
345,2.7586
344,2.7314
343,2.7448
342,2.7586
341,2.7314
340,2.7448
339,2.7728
338,2.8028
337,2.8028
336,2.8186
335,2.8186
334,2.8186
333,2.8186
332,2.835
331,2.835
330,2.835
329,2.852
328,2.852
327,2.852
326,2.835
325,2.8186
324,2.852
323,2.8697
322,2.8882
321,2.8882
320,2.8697
319,2.852
318,2.8697
317,2.9075
316,2.9075
315,2.9075
314,2.9075
313,2.9277
312,2.9277
311,2.9277
310,2.9277
309,2.9489
308,2.9489
307,2.9489
306,2.9489
305,2.9489
304,2.9489
303,2.9712
302,2.9712
301,2.9947
300,3.0458
